Symbol,Sector
MC,Financial Services
COT,Consumer Defensive
DDS,Consumer Cyclical
TMST,Basic Materials
IPXL,Healthcare
FR,Real Estate
NMIH,Financial Services
MTCH,Technology
TRHC,Technology
XNET,Technology
CIG,Utilities
HAIN,Consumer Defensive
TIVO,Technology
GSY,
CUK,Consumer Cyclical
ECHO,Industrials
MSI,Technology
PDCE,Energy
DRYS,Industrials
FNV,Basic Materials
EGN,Energy
LPSN,Technology
TELL,Energy
KMX,Consumer Cyclical
MDSO,Technology
LFC,Financial Services
ESPR,Healthcare
BRX,Real Estate
EQGP,Energy
LH,Healthcare
CJ,Energy
AKAO,Healthcare
PLCE,Consumer Cyclical
NBHC,Financial Services
FND,Consumer Cyclical
MOH,Healthcare
SSW,Industrials
FUL,Basic Materials
LNCE,Consumer Defensive
MRC,Energy
EXR,Real Estate
SCHL,Consumer Cyclical
CPG,Energy
ITG,Financial Services
ADTN,Technology
WHR,Technology
AMGP,Energy
NTRI,Consumer Cyclical
HSY,Consumer Defensive
HTGM,Healthcare
SEAS,Consumer Cyclical
BECN,Industrials
BPOP,Financial Services
IEV,
PGRE,Real Estate
COO,Healthcare
JT,Technology
WRI,Real Estate
COMM,Technology
ABEO,Healthcare
KORS,Consumer Cyclical
CPT,Real Estate
SHOP,Technology
RETA,Healthcare
MWA,Industrials
BLUE,Healthcare
EIDO,
GWB,Financial Services
SOXS,
WPRT,Consumer Cyclical
CORT,Healthcare
BOOT,Consumer Cyclical
ALEX,Real Estate
VTIP,
TKR,Industrials
RL,Consumer Cyclical
DBA,
XXII,Healthcare
CLGX,Industrials
AXGN,Healthcare
MASI,Healthcare
OKTA,Technology
BKS,Consumer Cyclical
TD,Financial Services
BRO,Financial Services
ALSN,Consumer Cyclical
FAF,Financial Services
BRKR,Healthcare
G,Industrials
CFX,Industrials
PANW,Technology
GPC,Consumer Cyclical
ELP,Utilities
KMPR,Financial Services
BGS,Consumer Defensive
NBIX,Healthcare
CHKP,Technology
JAZZ,Healthcare
CMCO,Industrials
CRS,Industrials
AMC,Consumer Cyclical
BVN,Basic Materials
EXK,Basic Materials
BLK,Financial Services
IMO,Energy
WRD,Energy
UUP,
SFS,Consumer Defensive
CATM,Industrials
POR,Utilities
BBL,Basic Materials
GCI,Consumer Cyclical
RWX,
DYN,Utilities
ORLY,Consumer Cyclical
HDV,
GDI,Technology
FFIV,Technology
PHB,
KNL,Industrials
HOG,Consumer Cyclical
STWD,Real Estate
PRTA,Healthcare
UNVR,Basic Materials
TUP,Consumer Cyclical
LXFT,Technology
FSM,Basic Materials
XIN,Real Estate
SCWX,Technology
PTLA,Healthcare
PAAS,Basic Materials
NUGT,
ADNT,Consumer Cyclical
TRUP,Financial Services
HAE,Healthcare
PCY,
WTR,Utilities
EVEP,Energy
HOPE,Financial Services
MRTN,Industrials
DLX,Industrials
UUUU,Basic Materials
GEO,Real Estate
AAV,Energy
LMNX,Healthcare
AAP,Consumer Cyclical
AON,Financial Services
TGTX,Healthcare
SKM,Communication Services
MAN,Industrials
SDY,
CRUS,Technology
AAXN,Industrials
DPLO,Healthcare
TXRH,Consumer Cyclical
BEAT,Healthcare
FRED,Consumer Defensive
AAXJ,
TNET,Industrials
ECR,Energy
LZB,Consumer Cyclical
CVRS,Healthcare
FTSI,Energy
EEFT,Industrials
BPL,Energy
COL,Industrials
BXS,Financial Services
CVGI,Consumer Cyclical
TRI,Industrials
JQC,Financial Services
GMS,Basic Materials
PBI,Industrials
XON,Healthcare
JEC,Industrials
RJF,Financial Services
WWD,Industrials
NRE,Real Estate
SNY,Healthcare
IWB,
TTC,Industrials
BAM,Real Estate
SHW,Basic Materials
AMP,Financial Services
FINL,Consumer Cyclical
SNR,Real Estate
WSO,Technology
ATO,Utilities
SNH,Real Estate
QID,
HOLI,Industrials
CBAY,Healthcare
BGC,Technology
STAG,Real Estate
WAB,Industrials
FSCT,Technology
AVEO,Healthcare
PFGC,Consumer Defensive
MUSA,Consumer Cyclical
RCM,Technology
DK,Energy
CM,Financial Services
SWX,Utilities
SSRM,Basic Materials
ACWF,
MTW,Industrials
WUBA,Technology
IRS,Real Estate
AHL,Financial Services
MIC,Industrials
PSQ,
CYS,Real Estate
TSEM,Technology
ILF,
DNLI,Healthcare
CHRW,Industrials
SPPI,Healthcare
TTD,Technology
ASML,Technology
IDXX,Healthcare
ONCS,Healthcare
SRPT,Healthcare
SHLM,Basic Materials
LTM,Industrials
PNK,Consumer Cyclical
SGEN,Healthcare
CNK,Consumer Cyclical
TCBI,Financial Services
OCN,Financial Services
MDB,Technology
DXPE,Industrials
NWBI,Financial Services
LLL,Industrials
ENS,Technology
RP,Technology
TFX,Healthcare
EQC,Real Estate
DEI,Real Estate
UFS,Basic Materials
MTN,Consumer Cyclical
SPR,Industrials
PSEC,Financial Services
LEE,Consumer Cyclical
QDEL,Healthcare
WETF,Financial Services
BBX,Real Estate
NRZ,Real Estate
HBM,Basic Materials
INVA,Healthcare
BJRI,Consumer Cyclical
EVRI,Consumer Cyclical
LCI,Healthcare
FLIR,Technology
PII,Consumer Cyclical
JCOM,Technology
CTT,Real Estate
SCO,
TLRD,Consumer Cyclical
AHH,Real Estate
ENRJ,Energy
ZS,Technology
MIDD,Industrials
SF,Financial Services
RCII,Industrials
DCP,Energy
IMPV,Technology
VEDL,Basic Materials
SERV,Industrials
UN,Consumer Defensive
WBS,Financial Services
CRON,Healthcare
WST,Healthcare
SCI,Consumer Cyclical
BERY,Consumer Cyclical
ENIA,Utilities
TEUM,Communication Services
TPRE,Financial Services
CCK,Consumer Cyclical
MAG,Basic Materials
WNC,Industrials
CSGP,Industrials
PETX,Healthcare
ETR,Utilities
ATHN,Technology
VLUE,
TTMI,Technology
FLS,Industrials
ARWR,Healthcare
IAC,Technology
VIRT,Financial Services
UCTT,Technology
WBT,Industrials
VUG,
ANGI,Technology
BCOR,Technology
CISN,Technology
CRH,Basic Materials
GHL,Financial Services
IPI,Basic Materials
HIW,Real Estate
BLDR,Basic Materials
CNXM,Energy
MOBL,Technology
CPS,Consumer Cyclical
CHEF,Consumer Defensive
APH,Technology
REXR,Real Estate
KURA,Healthcare
GTHX,Healthcare
TK,Energy
MRNS,Healthcare
GPRE,Basic Materials
TERP,Utilities
RS,Industrials
HIBB,Consumer Cyclical
ALGN,Healthcare
HEI,Industrials
CFR,Financial Services
YPF,Energy
LGIH,Consumer Cyclical
CMG,Consumer Cyclical
REG,Real Estate
AVXL,Healthcare
AXDX,Healthcare
RPM,Basic Materials
CTRL,Technology
BNS,Financial Services
USAT,Technology
BWXT,Industrials
WOW,Communication Services
PRMW,Consumer Defensive
WOR,Industrials
NIHD,Communication Services
NUVA,Healthcare
HPT,Real Estate
TIP,
ADVM,Healthcare
SWIR,Technology
BIOS,Healthcare
DNKN,Consumer Cyclical
MBB,
EFII,Technology
FRAN,Consumer Cyclical
HUBS,Technology
FRPT,Consumer Defensive
BNCL,Financial Services
ARAY,Healthcare
QUOT,Consumer Cyclical
COLD,Real Estate
DERM,Healthcare
NS,Energy
YANG,
FAS,
FMX,Consumer Defensive
GLIBA,Communication Services
HTLD,Industrials
VRNS,Technology
IVE,
EV,Financial Services
AYTU,Healthcare
PKG,Consumer Cyclical
CINF,Financial Services
ANY,Technology
NAV,Industrials
DENN,Consumer Cyclical
CLX,Consumer Defensive
VGR,Consumer Defensive
HII,Industrials
AFSI,Financial Services
GLRE,Financial Services
PRGO,Healthcare
OIL,
RRR,Consumer Cyclical
SINA,Technology
FNGN,Financial Services
MPO,Energy
PRAH,Healthcare
MSA,Industrials
SQNS,Technology
ZG,Real Estate
ACM,Industrials
HLI,Financial Services
CMP,Basic Materials
GGAL,Financial Services
FTNT,Technology
CLDX,Healthcare
WR,Utilities
CZZ,Utilities
MCF,Energy
VXUS,
SPB,Consumer Defensive
IFF,Basic Materials
MDCA,Consumer Cyclical
VCEL,Healthcare
SRCL,Industrials
RING,
RBBN,Communication Services
DBO,
RYI,Industrials
MAC,Real Estate
SENS,Healthcare
IQV,Healthcare
WNS,Industrials
WTFC,Financial Services
SGRY,Healthcare
VIV,Communication Services
XPER,Technology
FCF,Financial Services
ERX,
VG,Communication Services
VYM,
SNP,Energy
AGEN,Healthcare
RPAI,Real Estate
ANW,Energy
WLH,Consumer Cyclical
IVR,Real Estate
RPD,Technology
GLNG,Industrials
PETS,Consumer Defensive
TTI,Energy
CETV,Consumer Cyclical
THS,Consumer Defensive
RPXC,Industrials
AMBA,Technology
RRD,Industrials
EDR,Real Estate
AMKR,Technology
MNTA,Healthcare
TBI,Industrials
COUP,Technology
MNKD,Healthcare
ICPT,Healthcare
MITK,Technology
BHE,Technology
PZZA,Consumer Cyclical
BGI,Consumer Cyclical
BCE,Communication Services
GOVT,
POOL,Consumer Cyclical
EQM,Energy
MGRC,Industrials
MDCO,Healthcare
FANH,Financial Services
INFN,Technology
MMSI,Healthcare
SDOW,
PTN,Healthcare
FCB,Financial Services
ENIC,Utilities
SPXC,Industrials
HEWG,
ARCH,Basic Materials
AM,Energy
TGI,Industrials
AWK,Utilities
REDU,Consumer Defensive
DEPO,Healthcare
R,Industrials
SREV,Technology
OA,Industrials
EXG,Financial Services
BKH,Utilities
AVD,Basic Materials
CMCM,Technology
UPLD,Technology
HYS,
GPN,Industrials
COLM,Consumer Cyclical
GLUU,Technology
HE,Utilities
SJI,Utilities
DWT,
CCOI,Communication Services
SEDG,Technology
LLNW,Technology
PBYI,Healthcare
IRWD,Healthcare
CSGS,Technology
FBM,Industrials
VAR,Healthcare
CNSL,Communication Services
SUPN,Healthcare
DPW,Technology
UGI,Utilities
COLL,Healthcare
SVU,Consumer Defensive
DRNA,Healthcare
BKCC,Financial Services
CBD,Consumer Cyclical
SMG,Basic Materials
PACB,Healthcare
AVDL,Healthcare
APHB,Healthcare
PGX,
JNCE,Healthcare
SLVO,
WAT,Technology
NLNK,Healthcare
MUB,
FLOW,Industrials
MKSI,Technology
CWT,Utilities
RESI,Real Estate
NEAR,
MTB,Financial Services
CRL,Healthcare
AHGP,Basic Materials
KEYW,Technology
CDK,Technology
FDS,Financial Services
JLL,Real Estate
HSC,Basic Materials
LNTH,Healthcare
SAIL,Technology
OEF,
PNM,Utilities
VSAR,Healthcare
AT,Utilities
PACW,Financial Services
MXL,Technology
OLLI,Consumer Defensive
SGYP,Healthcare
LOCO,Consumer Cyclical
RUSHA,Consumer Cyclical
APPN,Technology
RHE,Healthcare
AVY,Industrials
EGLT,Healthcare
WMS,Consumer Cyclical
MCFT,Consumer Cyclical
DHT,Industrials
AVA,Utilities
WLK,Basic Materials
PSA,Real Estate
AAWW,Industrials
WIX,Technology
USCR,Basic Materials
INO,Healthcare
NTB,Financial Services
AAOI,Technology
ERI,Consumer Cyclical
FOSL,Consumer Cyclical
STE,Healthcare
OSTK,Consumer Cyclical
SCHE,
FOXF,Consumer Cyclical
MDGS,Healthcare
AZPN,Technology
DCI,Industrials
FTAI,Industrials
DSS,Industrials
ONVO,Healthcare
KERX,Healthcare
AIZ,Financial Services
IRBT,Technology
SBLK,Industrials
CWST,Industrials
BURL,Consumer Defensive
LEG,Consumer Cyclical
COR,Real Estate
AAN,Industrials
SOI,Energy
PRA,Financial Services
GPMT,Real Estate
EDZ,
NBLX,Energy
WMIH,Financial Services
INT,Energy
UMBF,Financial Services
LPG,Industrials
SOHU,Technology
IPHI,Technology
FGEN,Healthcare
BAP,Financial Services
BC,Consumer Cyclical
FTR,Communication Services
OCSL,Financial Services
MBUU,Consumer Cyclical
ACHN,Healthcare
HTLF,Financial Services
BLKB,Technology
SNN,Healthcare
CUBI,Financial Services
ENPH,Technology
CADE,Financial Services
AJRD,Industrials
APAM,Financial Services
DXGE,
PEI,Real Estate
HLIT,Technology
ST,Technology
IPAR,Consumer Defensive
CRTO,Technology
AKR,Real Estate
CALI,Consumer Cyclical
MRTX,Healthcare
ZUMZ,Consumer Cyclical
OAK,Financial Services
BRSS,Industrials
CHKR,Energy
MLI,Industrials
ROG,Technology
UMC,Technology
EWD,
QHC,Healthcare
TSS,Technology
BAND,Technology
ABMD,Healthcare
KEYS,Technology
HRC,Healthcare
SSP,Consumer Cyclical
FRT,Real Estate
NDSN,Industrials
LOXO,Healthcare
ALSK,Communication Services
ASC,Industrials
BATRK,Consumer Cyclical
STC,Financial Services
IRT,Real Estate
FFBC,Financial Services
DLTH,Consumer Cyclical
LII,Industrials
SCHV,
OSG,Industrials
KTWO,Healthcare
GOOS,Consumer Cyclical
MRT,Real Estate
AXTI,Technology
EGRX,Healthcare
BMO,Financial Services
EVV,Financial Services
DBVT,Healthcare
EPAM,Technology
GDEN,Consumer Cyclical
PVH,Consumer Cyclical
CRBP,Healthcare
MTD,Healthcare
BCRX,Healthcare
ASNA,Consumer Cyclical
TOWN,Financial Services
CBPO,Healthcare
FIVN,Technology
EEV,
EGHT,Communication Services
ESS,Real Estate
JKHY,Industrials
INGR,Consumer Defensive
HT,Real Estate
EPAY,Technology
GTXI,Healthcare
BAS,Energy
CPHI,Healthcare
EFAV,
ADSW,Industrials
WPC,Real Estate
VRSK,Industrials
ICLR,Healthcare
AQMS,Industrials
AWR,Utilities
DRRX,Healthcare
VRA,Consumer Cyclical
WLKP,Basic Materials
SNHY,Industrials
BFAM,Consumer Cyclical
IOVA,Healthcare
TEN,Consumer Cyclical
SUP,Consumer Cyclical
LL,Consumer Cyclical
BID,Consumer Cyclical
TRXC,Healthcare
LEA,Consumer Cyclical
APD,Basic Materials
OSUR,Healthcare
AVT,Technology
SXC,Basic Materials
SPLV,
ATTO,Industrials
DVY,
NVCR,Healthcare
DAR,Industrials
PCH,Real Estate
SAFM,Consumer Defensive
CRIS,Healthcare
RMBS,Technology
PRTK,Healthcare
MLPI,
AJG,Financial Services
RGA,Financial Services
GMLP,Industrials
TAST,Consumer Cyclical
KB,Financial Services
OTEX,Technology
FHB,Financial Services
SANM,Technology
SNV,Financial Services
EUFN,
MOD,Consumer Cyclical
MGI,Financial Services
WBC,Consumer Cyclical
NSH,Energy
SNA,Industrials
ELGX,Healthcare
KOPN,Technology
CLDT,Real Estate
AIMT,Healthcare
OSBC,Financial Services
BRKL,Financial Services
DEO,Consumer Defensive
UNFI,Consumer Defensive
PFF,
ONDK,Financial Services
SAH,Consumer Cyclical
NVTA,Healthcare
HZO,Consumer Cyclical
TNK,Industrials
GSG,
SATS,Technology
KANG,Healthcare
SLGN,Consumer Cyclical
IBKR,Financial Services
VSM,Basic Materials
HMC,Consumer Cyclical
GPI,Consumer Cyclical
VLP,Energy
CPA,Industrials
ROCK,Basic Materials
RNWK,Technology
HOV,Consumer Cyclical
ASTE,Industrials
BWP,Energy
AVXS,Healthcare
ACET,Basic Materials
CTLT,Healthcare
ROBO,
DMRC,Technology
CUTR,Healthcare
UEPS,Industrials
AMCX,Consumer Cyclical
CALD,Technology
DXD,
NMM,Industrials
SAIC,Technology
QLD,
DIOD,Technology
RARE,Healthcare
CQH,Energy
INOV,Technology
GOV,Real Estate
TPX,Consumer Cyclical
CBM,Healthcare
MYOK,Healthcare
BNFT,Technology
VVR,Financial Services
IYE,
PLYA,Consumer Cyclical
CSFL,Financial Services
CFFN,Financial Services
HSII,Industrials
GDS,Technology
UL,Consumer Defensive
LOPE,Consumer Defensive
FAC,Financial Services
TCMD,Healthcare
HVT,Consumer Cyclical
EWQ,
GOLD,Basic Materials
RLI,Financial Services
KEX,Industrials
SPYG,
SMTC,Technology
OR,Basic Materials
XNCR,Healthcare
B,Industrials
DIN,Consumer Cyclical
SCHN,Industrials
OMN,Basic Materials
NM,Industrials
HSON,Industrials
UBSI,Financial Services
HEZU,
FPRX,Healthcare
GVA,Industrials
EVTC,Technology
IVW,
SMCI,Technology
FLXN,Healthcare
HDGE,
DESP,Consumer Cyclical
ODFL,Industrials
CFMS,Healthcare
NVTR,Healthcare
TGP,Industrials
VRP,
NFJ,Financial Services
ENZ,Healthcare
KRA,Basic Materials
NSU,Basic Materials
WLTW,Financial Services
TRCO,Consumer Cyclical
GGN,Financial Services
QTM,Technology
CDXS,Healthcare
TFI,
FCFS,Financial Services
MB,Technology
I,Communication Services
FSNN,Communication Services
URG,Basic Materials
LTXB,Financial Services
VREX,Healthcare
KDMN,Healthcare
CNS,Financial Services
LM,Financial Services
BITA,Technology
LXU,Basic Materials
SON,Consumer Cyclical
GDOT,Financial Services
ROP,Industrials
NLS,Consumer Cyclical
SITE,Industrials
LSXMK,Consumer Cyclical
MSTR,Technology
NFEC,Industrials
COHU,Technology
RBA,Industrials
OTIC,Healthcare
OPB,Financial Services
BT,Communication Services
ABAX,Healthcare
CPRX,Healthcare
ZIOP,Healthcare
EFR,Financial Services
GRMN,Technology
SPDW,
MEDP,Healthcare
TEF,Communication Services
EXIV,
CSLT,Technology
KEP,Utilities
CEIX,Basic Materials
GIL,Consumer Cyclical
NEWM,Consumer Cyclical
TYPE,Technology
KYN,Financial Services
NVGS,Industrials
MCC,Financial Services
MCY,Financial Services
TWOU,Technology
MDGL,Healthcare
AZUL,Industrials
TCS,Consumer Cyclical
ACTG,Industrials
GATX,Industrials
EPC,Consumer Defensive
SRG,Real Estate
AMWD,Basic Materials
CATY,Financial Services
MSM,Industrials
COLB,Financial Services
GBT,Healthcare
GEF,Consumer Cyclical
LOMA,Basic Materials
MPAA,Consumer Cyclical
HCHC,Communication Services
GGG,Industrials
BPFH,Financial Services
TDS,Communication Services
SYNT,Technology
COWN,Financial Services
MTH,Consumer Cyclical
GTLS,Industrials
SKYW,Industrials
CONN,Consumer Cyclical
EZPW,Financial Services
GNL,Real Estate
BXC,Basic Materials
NPO,Industrials
RCI,Communication Services
LFIN,Technology
BSMX,Financial Services
MHLD,Financial Services
MLNX,Technology
AERI,Healthcare
BAK,Basic Materials
SOXX,
SEM,Healthcare
AST,Healthcare
REN,Energy
CCU,Consumer Defensive
KPTI,Healthcare
WAGE,Industrials
GEL,Energy
AVID,Technology
HEP,Energy
SLDB,Healthcare
GNRC,Technology
WD,Financial Services
SCHG,
SHLO,Industrials
DNB,Industrials
AMID,Energy
TBBK,Financial Services
IVC,Healthcare
TOUR,Consumer Cyclical
ESND,Industrials
ITT,Industrials
MTRX,Energy
APLP,Energy
EPOL,
BIV,
SPWR,Technology
CHH,Consumer Cyclical
TMK,Financial Services
SPYV,
TOT,Energy
BDJ,Financial Services
PGTI,Basic Materials
MDP,Consumer Cyclical
SLAB,Technology
DATA,Technology
WWE,Consumer Cyclical
RNG,Technology
EHC,Healthcare
PEGA,Technology
NOVT,Technology
DTE,Utilities
MYGN,Healthcare
DEA,Real Estate
MINI,Consumer Cyclical
PXLW,Technology
BRS,Energy
DGRO,
ERF,Energy
AEIS,Technology
ETV,Financial Services
LHCG,Healthcare
NDAQ,Financial Services
NFG,Energy
WSFS,Financial Services
CNNE,Financial Services
WCC,Industrials
BRC,Industrials
PIRS,Healthcare
AAT,Real Estate
ENR,Technology
NSA,Real Estate
ABIO,Healthcare
RFP,Basic Materials
SRRA,Healthcare
EE,Utilities
NXEO,Basic Materials
VRTU,Technology
COTV,Technology
MMYT,Consumer Cyclical
MEET,Technology
UTHR,Healthcare
CALM,Consumer Defensive
ALRM,Technology
USAC,Energy
MKTX,Financial Services
LSCC,Technology
PTGX,Healthcare
WSR,Real Estate
RWT,Real Estate
ECPG,Financial Services
MCRN,Industrials
SFL,Industrials
AME,Technology
BKNG,Consumer Cyclical
DCT,Real Estate
CSTE,Basic Materials
BOFI,Financial Services
QNST,Technology
SR,Utilities
SHLD,Consumer Cyclical
PMTS,Industrials
SIMO,Technology
AMED,Healthcare
HRTG,Financial Services
EUM,
IGF,
VNET,Technology
AYX,Technology
UBSH,Financial Services
CHRS,Healthcare
KEM,Technology
BWB,Financial Services
BEDU,Consumer Defensive
CIB,Financial Services
PES,Energy
FSP,Real Estate
IIIN,Basic Materials
BLD,Basic Materials
HFWA,Financial Services
SCSC,Technology
QADA,Technology
SALT,Industrials
BHLB,Financial Services
CASI,Healthcare
TSC,Financial Services
STB,Industrials
RE,Financial Services
LUNA,Technology
FBC,Financial Services
CLS,Technology
EVLV,Consumer Cyclical
PHK,Financial Services
SFNC,Financial Services
GBX,Industrials
DGRW,
GWR,Industrials
VRS,Basic Materials
HUBB,Technology
EPP,
PPDF,Financial Services
GLOW,Communication Services
EWM,
GTT,Communication Services
PBA,Energy
LTS,Financial Services
UAN,Basic Materials
GMED,Healthcare
VERU,Healthcare
PB,Financial Services
VVI,Industrials
TSRO,Healthcare
EGL,Industrials
MRCY,Technology
VSI,Consumer Cyclical
TU,Communication Services
LCII,Consumer Cyclical
IBKC,Financial Services
ICFI,Industrials
ACIW,Industrials
ADX,Financial Services
ONCE,Healthcare
PTCT,Healthcare
TFSL,Financial Services
ATNM,Healthcare
CSU,Healthcare
RRGB,Consumer Cyclical
HUD,Consumer Cyclical
CECE,Industrials
IART,Healthcare
CHU,Communication Services
VB,
APTS,Real Estate
III,Industrials
JILL,Consumer Cyclical
STBZ,Financial Services
YRCW,Industrials
CNAT,Healthcare
WWW,Consumer Cyclical
LXRX,Healthcare
PRAA,Financial Services
CLM,Financial Services
COBZ,Financial Services
RPT,Real Estate
STMP,Technology
SCVL,Consumer Cyclical
CORE,Consumer Defensive
AFG,Financial Services
KRNT,Industrials
CYD,Industrials
MYRG,Industrials
BANR,Financial Services
CRESY,Consumer Defensive
HIFR,Real Estate
XT,
IUSG,
FPH,Real Estate
MNR,Real Estate
FN,Technology
CPK,Utilities
ORC,Real Estate
SLF,Financial Services
KL,Basic Materials
VSAT,Technology
CHFC,Financial Services
WK,Technology
ADMS,Healthcare
FUN,Consumer Cyclical
SIGI,Financial Services
SCHA,
CACI,Technology
BBOX,Technology
RMTI,Healthcare
SUPV,Financial Services
ALKS,Healthcare
CRAY,Technology
GLDD,Industrials
BOH,Financial Services
FIZZ,Consumer Defensive
LIQT,Industrials
CEPU,Utilities
VVC,Utilities
SBBP,Healthcare
DORM,Consumer Cyclical
EVBG,Technology
IGOV,
AKCA,Healthcare
AEMD,Technology
ENV,Industrials
AIN,Consumer Cyclical
CAE,Industrials
ATRS,Healthcare
QES,Energy
NUV,Financial Services
HXL,Industrials
SPHD,
SWM,Basic Materials
TUSK,Energy
HBHC,Financial Services
EME,Industrials
VUZI,Technology
OFG,Financial Services
SSLJ,Consumer Cyclical
GLT,Basic Materials
IUSV,
PHG,Industrials
DUST,
FMI,Healthcare
MERC,Basic Materials
HEES,Industrials
CMO,Real Estate
BXMX,Financial Services
AZO,Consumer Cyclical
AMZA,
AGFS,Basic Materials
WCG,Healthcare
IDV,
JKS,Technology
SNCR,Technology
PTI,Healthcare
LKSD,Industrials
TM,Consumer Cyclical
UVV,Consumer Defensive
VNM,
EIGI,Technology
BIOC,Healthcare
HUBG,Industrials
LAD,Consumer Cyclical
TWI,Industrials
SNBR,Consumer Cyclical
RYAM,Basic Materials
LOGI,Technology
DCO,Industrials
FLWS,Consumer Cyclical
HYT,Financial Services
FCPT,Real Estate
EBIX,Technology
UDOW,
ENBL,Energy
MTUM,
NYRT,Real Estate
MFG,Financial Services
ANAB,Healthcare
ABUS,Healthcare
SCG,Utilities
CBB,Communication Services
MSG,Consumer Cyclical
ANSS,Technology
STML,Healthcare
NVRO,Healthcare
MMS,Industrials
HTGC,Financial Services
CBRL,Consumer Cyclical
GEN,Healthcare
ADXS,Healthcare
ITRI,Technology
EMES,Energy
TEP,Energy
GBCI,Financial Services
NR,Energy
ERII,Industrials
CLMT,Energy
RVT,Financial Services
AINV,Financial Services
FMS,Healthcare
DST,Technology
EMD,Financial Services
RDY,Healthcare
CERS,Healthcare
LIT,
SDRL,Energy
BL,Technology
NCI,Industrials
TLK,Communication Services
SSYS,Technology
GUNR,
HTH,Financial Services
LKFN,Financial Services
ANGO,Healthcare
PKX,Basic Materials
SVM,Basic Materials
ENT,Consumer Cyclical
WGL,Utilities
AEGN,Industrials
AXE,Basic Materials
BTX,Healthcare
LE,Consumer Cyclical
ACIA,Technology
HAWK,Financial Services
PAG,Consumer Cyclical
PRIM,Industrials
CTMX,Healthcare
OPHT,Healthcare
RDUS,Healthcare
FLRN,
BBGI,Consumer Cyclical
CASH,Financial Services
SITO,Communication Services
PINC,Technology
GWPH,Healthcare
EGIF,Financial Services
SFBS,Financial Services
SMPL,Consumer Defensive
FNKO,Consumer Cyclical
CVRR,Energy
